Name,Team,Nac.,Age,Height,Preffoot,Position,Number,ValuePlayer,matchesTotal,matchesStarting,minutesPerGame,goals,goalsFrequency,goalsAverage,totalShotsPerGame,bigChanceMissed,assists,touches,bigChanceCreated,keyPasses,accuratePassesPerGame,successfulPassesOwnHalf,successfulPassesOppositionHalf,successfulLongPasses,accurateChippedPasses,successfulCrossesAndCorners,interceptionsPerGame,tacklesPerGame,possessionWonFinalThird,challengesLostPerGame,totalClearancesPerGame,errorLeadToAShot,errorLeadToaGoal,penaltiesConceded,successfulDribblesPerGame,duelsWonPerGame,groundDuelsWonPerGame,aerialDuelsWonPerGame,possessionLost,fouls,wasFouled,offsides,yellowCards,yellowRedCards,redCards
adrian-marin,Deportivo Alavés,ESP,23,181 cm,Left,D,17,765K €,4,4,85,0,0.0,0.3,1,0,52.0,0,0.0,20.0 (73%),9.8 (81%),10.3 (61%),0.0 (0%),0.5 (33%),0.0 (0%),1.8,2.5,0.0,0.5,2.8,0,0,1,0.5 (29%),4.5 (46%),3.3 (42%),1.3 (63%),14.0,2.5,0.3,0.0,0,0,0,
rafa-navarro,Deportivo Alavés,ESP,26,173 cm,Right,D,24,485K €,23,23,88,1,2021 min,0.04,0.1,0,1,64.9,1,0.5,27.3 (76%),14.3 (84%),13.8 (62%),1.5 (32%),1.5 (38%),0.8 (22%),1.6,1.4,0.2,0.3,2.3,0,0,1,0.5 (60%),3.7 (50%),2.7 (56%),1.0 (39%),16.2,1.0,0.8,0.1,5,0,0
fernando-pacheco,Deportivo Alavés,ESP,27,190 cm,Left,G,1,19.1M €,24,24,90,0,0.0,0.0,0,0,34.3,0,0.0,14.9 (55%),5.8 (70%),9.0 (49%),11.1 (48%),2.4 (70%),0.0 (0%),0.0,0.0,0.0,0.1,0.7,0,0,0,0.0 (0%),0.2 (71%),0.0 (33%),0.2 (100%),12.3,0.0,0.0,0.0,0,0,0,
roberto-jimenez,Deportivo Alavés,ESP,34,192 cm,Right,G,13,945K €,34,34,90,0,0.0,0.0,1,0,34.3,0,0.1,12.7 (48%),6.4 (76%),6.3 (35%),8.4 (38%),0.0 (0%),0.1,0.0,0.0,0.0,0.9,0,0,0,0.0 (0%),0.5 (94%),0.0 (100%),0.4 (94%),14.1,0.0,0.1,0.0,0,0,0,,
bryan-gil,Leganés,ESP,19,176 cm,Left,F,26,10.3M €,5,0,31,0,0.0,0.2,0,0,19.4,0,0.0,8.4 (78%),3.0 (94%),5.6 (67%),0.0 (0%),0.0 (0%),0.2 (25%),0.0,0.6,0.0,0.4,0.0,0,0,0,1.2 (43%),2.6 (33%),2.6 (37%),0.0 (0%),6.8,1.4,0.8,0.2,4,0,0,
roger-assale,Leganés,CIV,26,167 cm,Right,F,20,7.7M €,4,0,25,0,0.0,0.3,1,0,10.3,0,0.0,4.3 (81%),0.8 (100%),4.0 (76%),0.0 (0%),0.3 (50%),0.5 (67%),0.0,0.0,0.3,0.0,0.3,0,0,0,0.5 (67%),1.3 (45%),1.3 (56%),0.0 (0%),2.3,0.8,0.8,0.3,0,0,0,
guido-carrillo,Leganés,ARG,28,191 cm,Right,F,18,6.2M €,20,10,50,1,1005 min,0.05,1.2,7,2,22.8,1,0.5,9.2 (62%),2.3 (85%),7.0 (57%),0.1 (25%),0.2 (50%),0.0 (0%),0.1,0.6,0.2,0.6,1.0,0,0,0,0.2 (50%),7.2 (52%),1.7 (42%),5.5 (57%),7.7,1.3,1.0,0.2,1,0,0
miguel-angel-guerrero,Leganés,ESP,29,181 cm,Right,F,9,1.8M €,2,2,67,0,0.0,0.5,0,0,23.5,0,1.0,9.5 (68%),2.5 (71%),7.0 (64%),0.0 (0%),0.5 (100%),0.0 (0%),0.0,0.0,0.0,1.0,0.0,0,0,0,1.5 (75%),3.5 (39%),2.0 (40%),1.5 (38%),9.0,2.0,0.5,0.5,0,0,0,
aitor-ruibal,Leganés,ESP,24,176 cm,Right,F,19,1.2M €,14,4,37,0,0.0,0.2,0,0,19.6,2,0.5,8.4 (83%),2.8 (93%),5.7 (70%),0.5 (54%),0.1 (22%),0.1 (13%),0.1,1.0,0.3,0.7,0.4,0,0,0,0.9 (52%),2.4 (37%),2.3 (40%),0.1 (17%),5.5,1.1,0.4,0.3,2,0,0,
oscar-rodriguez,Leganés,ESP,21,174 cm,Right,M,27,10.9M €,26,20,65,7,240 min,0.3,1.7,2,2,38.8,6,0.9,16.3 (73%),5.5 (80%),11.7 (62%),1.0 (42%),0.9 (38%),0.8 (26%),0.5,0.7,0.5,1.0,0.3,0,0,0,1.4 (52%),3.9 (46%),3.1 (47%),0.8 (39%),13.0,0.9,1.2,0.0,4,0,1
ruben-perez,Leganés,ESP,30,178 cm,Right,M,21,8.2M €,17,17,87,0,0.0,0.5,0,0,54.8,0,0.3,31.8 (76%),15.5 (84%),16.3 (68%),3.4 (44%),1.9 (45%),0.0 (0%),1.6,2.1,0.4,1.4,1.1,0,0,1,0.5 (69%),5.2 (55%),4.1 (58%),1.2 (47%),12.2,1.4,1.5,0.0,7,0,0,
ibrahim-amadou,Leganés,FRA,27,184 cm,Right,M,24,7.2M €,1,1,90,0,0.0,0.0,0,0,40.0,0,0.0,28.0 (85%),20.0 (95%),8.0 (67%),0.0 (0%),0.0 (0%),0.0 (0%),1.0,2.0,0.0,1.0,2.0,0,0,0,0.0 (0%),5.0 (71%),3.0 (60%),2.0 (100%),6.0,1.0,1.0,0.0,0,0,0,
roque-mesa,Leganés,ESP,30,171 cm,Right,M,6,6.6M €,20,18,80,1,1597 min,0.05,0.9,1,2,46.9,2,1.0,25.1 (84%),9.1 (92%),16.6 (75%),1.9 (64%),2.1 (61%),0.6 (30%),0.3,1.6,0.7,1.0,0.2,0,0,0,1.6 (58%),5.4 (47%),5.0 (53%),0.4 (19%),11.4,1.4,1.9,0.1,8,0,0
recio,Leganés,ESP,29,183 cm,Right,M,8,2.9M €,19,14,69,0,0.0,0.6,0,0,48.1,0,0.5,31.8 (87%),13.0 (89%),18.9 (83%),1.7 (59%),1.7 (63%),0.2 (16%),1.1,1.1,0.6,1.3,0.4,0,0,0,0.6 (69%),3.9 (47%),3.7 (49%),0.2 (24%),7.7,1.7,2.1,0.1,9,0,0,
javier-eraso,Leganés,ESP,30,180 cm,Right,M,17,1.4M €,15,8,40,0,0.0,0.3,0,0,21.6,1,0.5,10.2 (79%),3.7 (84%),7.1 (68%),0.3 (44%),0.1 (29%),0.7 (31%),0.3,0.6,0.1,0.5,0.1,0,0,0,0.1 (20%),2.0 (34%),1.4 (36%),0.6 (30%),6.7,0.9,0.7,0.1,2,0,0,
alexander-szymanowski,Leganés,ARG,31,174 cm,Left,M,11,970K €,1,0,9,0,0.0,0.0,0,0,11.0,0,0.0,4.0 (80%),2.0 (67%),2.0 (40%),0.0 (0%),0.0 (0%),0.0 (0%),0.0,1.0,0.0,0.0,0.0,0,0,0,0.0 (0%),1.0 (50%),1.0 (50%),0.0 (0%),5.0,1.0,0.0,0.0,0,0,0,
unai-bustinza,Leganés,ESP,28,175 cm,Right,D,3,4.2M €,24,22,80,0,0.0,0.3,1,1,51.2,1,0.6,22.6 (69%),12.2 (80%),10.7 (56%),2.5 (37%),2.3 (46%),0.3 (16%),2.0,2.0,0.2,0.7,2.1,0,0,1,0.3 (40%),5.7 (56%),3.5 (58%),2.2 (53%),14.4,1.7,1.5,0.1,3,0,0,
jonathan-silva,Leganés,ARG,25,178 cm,Left,D,5,3.8M €,24,24,89,0,0.0,0.5,1,0,55.2,2,1.0,23.0 (72%),10.7 (81%),13.6 (59%),1.5 (31%),1.5 (36%),1.3 (28%),1.0,2.1,0.2,0.8,1.7,0,0,0,0.5 (58%),4.9 (53%),3.8 (56%),1.2 (45%),16.7,1.3,1.2,0.1,11,0,0,
dimitrios-siovas,Leganés,GRE,31,191 cm,Left,D,22,3.8M €,18,17,77,0,0.0,0.4,2,0,47.7,0,0.1,23.9 (72%),16.3 (85%),7.7 (53%),2.6 (35%),1.8 (36%),0.0 (0%),1.8,2.1,0.2,0.4,3.2,0,0,1,0.2 (100%),5.8 (64%),2.5 (66%),3.3 (63%),11.4,0.9,0.3,0.1,4,0,0,
kenneth-omeruo,Leganés,NGR,26,185 cm,Right,D,4,3.3M €,19,18,84,1,1601 min,0.05,0.2,0,0,38.1,0,0.1,17.9 (68%),12.8 (83%),5.1 (48%),3.3 (41%),1.4 (39%),0.0 (0%),1.4,1.4,0.0,0.4,5.3,2,0,1,0.1 (100%),4.6 (65%),1.7 (61%),2.9 (67%),8.9,0.7,0.3,0.0,5,0,0
chidozie-awaziem,Leganés,NGR,23,189 cm,Right,D,12,2.6M €,18,16,84,0,0.0,0.3,0,0,44.1,0,0.2,22.8 (74%),14.1 (84%),8.7 (61%),2.9 (39%),2.2 (43%),0.1 (25%),1.4,1.4,0.1,0.4,3.2,0,0,0,0.2 (100%),4.0 (52%),2.2 (62%),1.8 (43%),9.7,0.9,0.6,0.1,7,0,0,
kevin-rodrigues,Leganés,POR,26,169 cm,Left,D,24,2.3M €,19,15,72,1,1376 min,0.05,0.6,1,2,40.2,2,1.2,14.1 (73%),6.3 (83%),9.3 (56%),0.7 (52%),0.8 (42%),1.5 (29%),1.3,2.5,0.2,0.7,1.0,1,0,0,1.1 (63%),5.1 (49%),4.3 (55%),0.8 (31%),12.3,1.4,0.8,0.1,3,1,0
roberto-rosales,Leganés,VEN,31,174 cm,Right,D,16,1.8M €,15,14,80,0,0.0,0.1,0,1,50.7,4,1.1,17.3 (66%),6.1 (73%),12.0 (57%),1.5 (29%),1.3 (39%),0.9 (25%),1.4,2.1,0.4,0.7,1.7,0,0,0,0.5 (50%),4.1 (47%),3.0 (51%),1.1 (37%),16.0,1.4,0.3,0.1,5,0,0,
rodrigo-tarin,Leganés,ESP,23,184 cm,Right,D,15,1.5M €,1,1,90,0,0.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marc-navarro,Leganés,ESP,24,188 cm,Right,D,2,1.5M €,5,4,73,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mario-rafael-del-campo-escobar,Leganés B,ESP,21,183 cm,D,32,None,93K €,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
ivi,Leganés,21,D,28,None,None,None,None,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
juan-soriano,Leganés,ESP,22,186 cm,Left,G,13,2.2M €,11,11,90,0,0.0,0.1,1,0,30.5,0,0.0,9.7 (45%),6.4 (86%),3.4 (23%),4.9 (29%),0.5 (56%),0.0 (0%),0.0,0.0,0.0,0.0,0.4,0,1,1,0.0 (0%),0.3 (75%),0.0 (0%),0.3 (100%),12.1,0.1,0.1,0.0,2,0,0,
ivan-cuellar,Leganés,ESP,35,187 cm,Left,G,1,875K €,16,16,90,0,0.0,0.0,0,0,36.9,0,0.0,12.6 (45%),5.3 (81%),7.3 (34%),8.9 (37%),1.4 (51%),0.0 (0%),0.0,0.0,0.0,0.1,2.1,1,1,0,0.0 (0%),0.4 (78%),0.0 (0%),0.4 (100%),15.3,0.0,0.1,0.0,2,1,0,
jaime-mata,Getafe,ESP,31,185 cm,Right,F,7,9.5M €,24,23,81,8,244 min,0.3,1.4,6,3,35.2,5,0.9,12.7 (64%),3.3 (77%),9.7 (57%),0.3 (54%),0.7 (68%),0.3 (19%),0.2,0.6,0.9,0.5,0.3,0,0,0,0.4 (38%),5.7 (38%),2.7 (35%),3.0 (42%),14.2,2.8,1.8,1.1,10,0,0
angel-rodriguez,Getafe,ESP,32,172 cm,Right,F,9,7.3M €,24,7,46,10,110 min,0.4,1.4,4,2,19.7,3,0.7,5.6 (63%),1.4 (74%),4.3 (53%),0.4 (41%),0.3 (54%),0.1 (9%),0.1,0.4,0.6,0.6,0.3,0,0,0,0.7 (59%),2.9 (33%),2.0 (37%),0.9 (27%),8.0,1.8,1.0,1.0,4,0,0
deyverson,Getafe,BRA,28,185 cm,Left,F,14,3.4M €,4,2,36,0,0.0,0.5,0,1,18.8,1,0.5,5.8 (49%),1.3 (71%),4.5 (43%),0.5 (25%),0.8 (33%),0.0 (0%),0.0,0.0,0.5,0.0,1.0,0,0,0,0.5 (50%),3.5 (42%),0.5 (15%),3.0 (60%),8.8,1.3,0.0,0.0,2,0,0,
jorge-molina,Getafe,ESP,37,188 cm,Right,F,19,2.1M €,24,19,60,5,286 min,0.2,0.9,6,2,28.5,4,0.8,11.7 (66%),1.9 (78%),9.9 (63%),0.3 (47%),0.5 (55%),0.1 (27%),0.1,0.2,0.7,0.4,0.5,0,0,0,0.7 (53%),4.4 (40%),1.9 (39%),2.5 (41%),10.3,1.1,1.3,0.6,4,0,1
nemanja-maksimovic,Getafe,SRB,25,182 cm,Right,M,20,21M €,25,24,85,2,1057 min,0.08,0.8,2,0,30.3,0,0.2,14.4 (70%),5.7 (78%),8.9 (65%),0.9 (38%),0.4 (50%),0.1 (50%),1.6,1.5,0.4,0.9,0.9,1,0,0,0.4 (91%),4.6 (57%),2.2 (59%),2.4 (54%),7.4,0.6,0.3,0.0,5,0,0
mauro-arambarri,Getafe,URU,24,175 cm,Right,M,18,21M €,25,24,87,1,2184 min,0.04,0.8,0,1,42.0,2,0.3,17.5 (70%),6.2 (85%),11.5 (61%),2.5 (56%),1.8 (50%),0.2 (19%),1.5,2.0,0.4,1.0,0.9,2,0,0,1.0 (72%),6.5 (51%),4.7 (51%),1.8 (50%),11.6,2.4,1.7,0.0,8,1,0
marc-cucurella,Getafe,ESP,21,175 cm,Left,M,15,15.5M €,26,26,89,1,2320 min,0.04,0.5,1,4,53.1,5,1.5,20.8 (67%),5.2 (71%),16.2 (61%),1.2 (27%),1.0 (36%),0.7 (21%),0.7,2.3,0.7,1.3,0.6,1,0,0,0.8 (53%),6.0 (48%),4.7 (50%),1.4 (42%),17.3,2.0,1.8,0.1,6,0,0
kenedy,Getafe,BRA,24,182 cm,Left,M,25,11.6M €,16,3,33,1,528 min,0.06,0.5,1,3,19.6,4,0.6,6.3 (73%),1.4 (79%),5.6 (65%),0.3 (38%),0.3 (56%),0.7 (39%),0.7,0.6,0.2,0.2,0.2,0,0,0,1.0 (57%),2.4 (40%),1.9 (40%),0.4 (44%),6.7,0.9,0.4,0.1,2,0,0
jason,Getafe,ESP,25,179 cm,Right,M,23,6.6M €,11,11,80,1,877 min,0.09,0.7,1,4,44.9,3,1.6,12.8 (61%),4.0 (76%),10.1 (48%),0.5 (21%),0.8 (39%),1.3 (24%),1.3,1.6,0.7,1.2,0.5,0,0,0,1.5 (44%),6.2 (45%),4.9 (46%),1.3 (44%),19.1,1.5,1.8,0.1,5,0,0
oghenekaro-etebo,Getafe,NGR,24,176 cm,Right,M,5,4.8M €,6,4,59,0,0.0,0.8,0,0,31.8,0,0.2,11.7 (59%),3.5 (62%),8.2 (53%),1.2 (30%),0.3 (25%),0.0 (0%),1.5,1.3,0.2,0.5,0.2,0,1,0,0.3 (50%),4.7 (57%),2.3 (50%),2.3 (67%),12.8,0.8,0.7,0.0,2,0,0,
faycal-fajr,Getafe,MAR,31,178 cm,Right,M,21,3.6M €,7,5,56,0,0.0,1.0,0,0,31.0,1,1.3,14.1 (69%),3.4 (73%),11.9 (58%),3.9 (60%),2.1 (50%),1.1 (26%),0.6,0.1,0.1,0.3,0.0,0,0,0,0.1 (100%),2.3 (48%),0.9 (43%),1.4 (53%),10.9,0.4,0.7,0.0,2,0,0,
francisco-portillo,Getafe,ESP,29,169 cm,Right,M,8,3.2M €,13,3,26,0,0.0,0.2,0,1,16.2,3,0.5,8.0 (73%),2.2 (83%),5.8 (68%),0.3 (44%),0.5 (50%),0.1 (20%),0.2,0.7,0.1,0.5,0.2,0,0,0,0.7 (75%),1.8 (44%),1.6 (49%),0.2 (22%),5.2,0.7,0.2,0.0,2,0,0,
amath-ndiaye,Getafe,SEN,23,179 cm,Right,M,11,3.1M €,3,0,15,0,0.0,0.0,0,0,8.0,0,0.0,2.7 (67%),0.0 (0%),2.7 (80%),0.3 (100%),0.0 (0%),0.0 (0%),0.0,0.0,0.0,1.3,0.0,0,0,0,1.3 (80%),2.3 (50%),2.0 (46%),0.3 (100%),2.7,0.7,0.7,0.0,0,0,0,
david-timor,Getafe,ESP,30,185 cm,Left,M,24,2.1M €,11,3,30,2,165 min,0.2,0.7,0,0,17.0,0,0.1,7.5 (61%),3.0 (73%),4.5 (53%),1.5 (46%),1.4 (60%),0.0 (0%),0.4,0.5,0.2,0.2,0.7,0,0,0,0.2 (100%),2.6 (64%),1.2 (62%),1.5 (67%),5.5,0.6,0.6,0.0,2,0,0
djene,Getafe,TOG,28,178 cm,Both,D,2,27M €,25,25,90,0,0.0,0.1,0,0,40.2,1,0.2,20.8 (69%),11.7 (77%),9.2 (61%),3.6 (41%),1.6 (45%),0.1 (29%),0.8,1.0,0.1,0.4,2.9,1,0,1,0.4 (69%),4.8 (53%),2.2 (51%),2.6 (55%),10.6,1.4,0.8,0.0,3,0,0,
erick-cabaco,Getafe,URU,24,186 cm,Right,D,4,4.8M €,12,9,69,0,0.0,0.3,0,0,41.1,0,0.2,23.6 (76%),15.8 (86%),7.8 (60%),4.1 (46%),2.5 (45%),0.0 (0%),1.0,1.0,0.0,0.2,4.3,1,0,0,0.3 (80%),3.6 (62%),1.9 (74%),1.7 (53%),8.1,0.6,0.6,0.0,4,0,0,
allan-nyom,Getafe,CMR,31,190 cm,Right,D,12,3.8M €,25,23,72,2,901 min,0.08,0.2,0,0,37.2,1,0.3,11.4 (62%),4.6 (73%),7.3 (50%),1.3 (33%),0.4 (21%),0.5 (19%),0.4,1.4,0.4,0.4,1.4,1,0,0,0.4 (39%),3.3 (45%),2.4 (43%),1.0 (50%),12.5,1.8,0.6,0.1,10,0,0
damian-suarez,Getafe,URU,31,172 cm,Right,D,22,3.7M €,22,22,88,1,1926 min,0.05,0.5,0,4,64.1,6,1.1,22.2 (64%),5.3 (70%),18.0 (55%),2.5 (31%),2.4 (38%),1.1 (20%),1.0,1.8,0.2,1.1,1.1,0,0,0,0.8 (56%),5.7 (51%),4.2 (53%),1.5 (46%),21.9,1.9,1.8,0.0,11,0,0
vitorino-antunes,Getafe,POR,33,175 cm,Left,D,3,2.1M €,3,2,58,0,0.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mathias-olivera,Getafe,URU,22,184 cm,Left,D,17,1.9M €,13,10,72,0,0.0,0.2,1,1,43.5,1,0.3,10.8 (51%),3.4 (59%),7.7 (45%),0.9 (21%),1.0 (39%),0.2 (14%),0.8,2.3,0.3,0.9,1.7,0,0,0,0.8 (69%),6.2 (50%),3.8 (54%),2.5 (44%),16.1,1.4,0.7,0.2,3,1,0,
xabier-etxeita,Getafe,ESP,32,185 cm,Right,D,16,1.9M €,10,9,86,0,0.0,0.0,0,0,30.7,0,0.1,12.4 (56%),5.7 (67%),6.7 (49%),3.3 (40%),1.5 (48%),0.0 (0%),1.0,1.1,0.1,0.9,3.3,0,0,0,0.0 (0%),4.3 (54%),1.7 (47%),2.6 (59%),10.2,1.0,0.6,0.0,4,0,0,
chema,Getafe,ESP,28,189 cm,Left,D,6,1.4M €,1,1,90,0,0.0,2.0,0,0,42.0,0,0.0,17.0 (65%),8.0 (73%),9.0 (56%),8.0 (62%),4.0 (80%),0.0 (0%),2.0,3.0,0.0,0.0,4.0,0,0,0,0.0 (0%),4.0 (36%),3.0 (75%),1.0 (14%),13.0,2.0,0.0,1.0,1,0,0,
david-soria,Getafe,ESP,27,192 cm,Right,G,13,17.4M €,27,27,90,0,0.0,0.0,0,0,33.0,0,0.0,11.4 (41%),2.8 (66%),8.6 (36%),9.5 (37%),1.7 (58%),0.0 (0%),0.0,0.0,0.0,0.1,0.7,3,2,0,0.0 (0%),0.2 (67%),0.0 (33%),0.2 (83%),16.9,0.0,0.0,0.0,1,0,0,
leandro-chichizola,Getafe,ARG,30,186 cm,Right,G,1,1.6M €,1,1,90,0,0.0,0.0,0,0,29.0,0,0.0,10.0 (42%),4.0 (80%),6.0 (32%),7.0 (35%),0.0 (0%),0.0 (0%),0.0,0.0,0.0,0.0,1.0,0,0,0,0.0 (0%),1.0 (100%),0.0 (0%),1.0 (100%),15.0,0.0,1.0,0.0,0,0,0,
filip-manojlovic,Getafe,SRB,23,197 cm,Right,G,28,290K €,8,7,76,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chimy-avila,Osasuna,ARG,26,171 cm,Left,F,9,14.6M €,20,18,80,9,177 min,0.5,2.7,9,2,31.2,5,1.1,8.3 (57%),2.1 (79%),6.4 (49%),0.8 (53%),0.6 (52%),0.2 (17%),0.2,0.9,0.8,0.6,0.3,0,0,0,0.8 (62%),6.6 (42%),3.6 (45%),3.1 (39%),12.0,2.3,2.2,1.2,6,0,0
jose-manuel-arnaiz,Osasuna,ESP,24,175 cm,Right,F,16,2.6M €,16,4,31,0,0.0,0.8,1,0,16.5,1,0.6,6.4 (85%),1.9 (97%),4.8 (74%),0.1 (100%),0.0 (0%),0.3 (29%),0.3,0.2,0.2,0.4,0.1,0,0,0,0.8 (55%),1.6 (33%),1.5 (36%),0.1 (10%),5.2,0.8,0.6,0.1,2,0,0,
adrian-lopez,Osasuna,ESP,32,180 cm,Right,F,22,1.7M €,17,10,52,0,0.0,0.5,2,0,25.8,4,1.1,12.9 (72%),3.5 (79%),9.6 (67%),0.4 (55%),0.4 (67%),0.2 (25%),0.1,0.2,0.2,0.6,0.3,0,0,0,0.9 (50%),2.8 (37%),1.4 (35%),1.4 (39%),8.6,0.3,0.2,0.2,0,0,0,
enric-gallego,Osasuna,ESP,33,190 cm,Left,F,11,1.5M €,11,6,52,0,0.0,0.9,3,0,22.6,0,0.5,6.4 (49%),1.5 (76%),4.9 (44%),0.1 (33%),0.1 (25%),0.0 (0%),0.4,0.5,0.4,0.4,0.3,0,0,0,0.3 (33%),5.8 (42%),1.3 (31%),4.5 (47%),10.1,2.0,0.5,0.6,2,0,0,
marc-cardona,Osasuna,ESP,24,182 cm,Right,F,7,1.4M €,13,6,40,1,526 min,0.08,0.6,2,1,16.3,1,0.5,7.1 (75%),2.8 (88%),4.3 (67%),0.2 (100%),0.2 (100%),0.0 (0%),0.1,0.0,0.1,0.6,0.2,0,0,0,0.4 (45%),1.5 (27%),0.9 (32%),0.6 (23%),5.2,0.5,0.5,0.5,1,0,0
javi-martinez,Osasuna B,ESP,20,180 cm,F,33,None,190K €,1,0,10,0,0.0,0.0,0,0,4.0,0,0.0,1.0 (50%),1.0 (100%),0.0 (0%),0.0 (0%),0.0 (0%),0.0 (0%),0.0,0.0,0.0,0.0,0.0,0,0,0,0.0 (0%),0.0 (0%),0.0 (0%),0.0 (0%),2.0,0.0,0.0,0.0,0,0,0,
kader-hancar,Osasuna,TUR,20,F,None,None,None,None,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
ruben-garcia,Osasuna,ESP,26,171 cm,Left,M,14,5.2M €,24,22,78,6,311 min,0.3,1.5,6,2,51.8,3,1.8,23.4 (76%),6.5 (75%),18.4 (66%),1.8 (55%),1.8 (64%),1.5 (28%),0.5,1.8,0.8,1.0,0.6,1,0,0,0.8 (56%),4.3 (40%),3.5 (45%),0.8 (27%),16.1,1.6,1.0,0.3,5,0,0
roberto-torres,Osasuna,ESP,31,176 cm,Right,M,10,3.4M €,26,24,80,6,346 min,0.2,2.1,1,7,45.7,9,1.2,19.3 (71%),6.8 (84%),13.5 (57%),1.7 (45%),2.1 (45%),1.0 (21%),0.8,1.0,0.6,0.9,1.0,0,0,1,0.5 (54%),3.2 (49%),2.5 (49%),0.7 (48%),14.7,0.5,1.0,0.0,1,0,0
darko-brasanac,Osasuna,SRB,28,178 cm,Right,M,20,2.1M €,21,19,80,0,0.0,0.8,1,1,37.4,1,0.9,20.5 (76%),8.1 (81%),12.5 (71%),0.5 (32%),0.6 (48%),0.1 (15%),0.6,1.6,0.5,0.9,0.9,0,0,0,0.2 (56%),4.1 (39%),2.6 (41%),1.5 (37%),9.2,2.1,0.8,0.1,7,0,0,
fran-merida,Osasuna,ESP,30,177 cm,Left,M,8,1.6M €,17,9,54,0,0.0,0.5,0,0,46.1,1,0.5,26.4 (76%),11.9 (88%),14.6 (67%),4.0 (60%),3.4 (53%),0.2 (23%),1.4,1.1,0.3,0.7,0.4,0,0,0,1.1 (72%),3.5 (54%),3.1 (53%),0.4 (58%),11.1,0.8,0.9,0.0,7,1,0,
jon-moncayola,Osasuna,ESP,21,182 cm,Right,M,27,1.6M €,18,10,54,1,980 min,0.06,0.3,0,0,33.2,1,0.3,18.0 (75%),10.7 (86%),7.4 (62%),2.4 (53%),1.3 (49%),0.1 (14%),0.5,1.7,0.4,0.9,0.6,1,0,0,0.3 (83%),2.9 (47%),2.2 (47%),0.8 (48%),8.0,1.2,0.2,0.0,4,0,0
oier,Osasuna,ESP,33,178 cm,Right,M,6,1.1M €,20,20,83,2,831 min,0.1,0.6,0,0,46.8,1,0.5,24.2 (71%),10.1 (77%),14.3 (67%),1.7 (36%),1.6 (59%),0.2 (38%),1.1,2.3,0.5,1.3,1.6,0,1,0,0.3 (63%),6.8 (55%),4.0 (54%),2.8 (56%),11.6,1.6,1.6,0.1,9,1,0
robert-ibanez,Osasuna,ESP,27,169 cm,Right,M,17,1.1M €,14,5,38,1,538 min,0.07,0.4,0,0,21.5,0,0.3,9.1 (81%),2.9 (83%),6.4 (76%),0.1 (33%),0.1 (50%),0.1 (17%),0.4,0.9,0.1,0.9,0.2,0,0,0,1.1 (68%),3.7 (50%),3.4 (51%),0.3 (36%),5.9,0.6,1.4,0.1,3,0,0
enrique-barja-alfonso,Osasuna,ESP,23,178 cm,Right,M,19,970K €,1,1,64,0,0.0,1.0,0,0,35.0,0,1.0,11.0 (85%),3.0 (100%),8.0 (62%),0.0 (0%),0.0 (0%),0.0 (0%),0.0,0.0,1.0,0.0,1.0,0,0,0,5.0 (56%),7.0 (47%),6.0 (46%),1.0 (50%),15.0,1.0,1.0,0.0,0,0,0,
inigo-perez,Osasuna,ESP,32,178 cm,Left,M,21,620K €,12,5,43,1,518 min,0.08,0.7,0,0,32.8,0,0.4,18.1 (76%),7.5 (85%),10.8 (65%),1.3 (42%),1.2 (40%),0.2 (9%),0.4,0.8,0.3,0.4,0.1,0,0,0,0.2 (100%),1.9 (61%),1.5 (62%),0.4 (56%),8.7,0.6,0.5,0.0,1,0,0
pervis-estupinan,Osasuna,ECU,22,175 cm,Left,D,30,6.9M €,26,26,90,1,2337 min,0.04,0.3,2,3,73.8,3,1.3,28.8 (74%),12.9 (78%),17.0 (63%),1.5 (38%),1.2 (40%),1.2 (26%),1.8,2.7,0.5,1.0,1.5,4,1,0,1.9 (57%),7.0 (55%),5.7 (57%),1.3 (49%),20.5,1.1,1.2,0.1,6,0,0
david-garcia,Osasuna,ESP,26,185 cm,Right,D,5,3.3M €,23,22,86,0,0.0,0.5,0,0,48.7,0,0.2,27.6 (72%),16.7 (82%),11.0 (60%),4.3 (46%),3.0 (52%),0.0 (0%),1.3,1.0,0.2,0.5,3.7,0,0,0,0.0 (50%),6.3 (67%),1.5 (47%),4.7 (77%),11.4,1.3,0.5,0.0,4,0,0,
